question_id,student_id,model,approach,run,total,scores_per_point,buckets_per_point,format_ok,feedback_per_point,time_seconds,median,run_std,mae,spearman_rho,cohen_kappa,leniency,feedback_contradiction_rate
19_20-3-1-java,mut_correct,gpt-oss-120b,approach_3,run_1,100.0,"{""1"": 20, ""2"": 20, ""3"": 20, ""4"": 15, ""5"": 25}","{""1"": ""Correct"", ""2"": ""Correct"", ""3"": ""Correct"", ""4"": ""Correct"", ""5"": ""Correct""}",True,"{""1"": ""The method includes an outer for\u2011loop over i and an inner for\u2011loop over j that repeatedly steps through the list, matching the recognizable bubble\u2011sort structure."", ""2"": ""It calls list.Smaller(j, j\u20111) to compare adjacent elements, using the correct indices for detecting out\u2011of\u2011order pairs."", ""3"": ""When the Smaller comparison is true, it conditionally calls list.Swap(j, j\u20111) with the same indices, swapping exactly the elements that were compared."", ""4"": ""Both loops are bounded using list.Length() (i < list.Length() and j initialized to list.Length()\u20111), ensuring the algorithm works for any list size."", ""5"": ""The implementation correctly sorts the list in ascending order for all valid inputs and returns the sorted list.""}",5.1247,100.0,0.0,4.0,0.9372456188836128,0.8837209302325582,4.0,0.3333333333333333
19_20-3-1-java,mut_correct,gpt-oss-120b,approach_3,run_2,100.0,"{""1"": 20, ""2"": 20, ""3"": 20, ""4"": 15, ""5"": 25}","{""1"": ""Correct"", ""2"": ""Correct"", ""3"": ""Correct"", ""4"": ""Correct"", ""5"": ""Correct""}",True,"{""1"": ""The solution contains an outer `for` loop over `i` and an inner `for` loop over `j` that together implement the classic bubble\u2011sort pass structure."", ""2"": ""It calls `list.Smaller(j, j - 1)` to compare adjacent elements, which correctly identifies when the element at `j` should be before the one at `j\u20111`."", ""3"": ""When the comparison is true, the code executes `list.Swap(j, j - 1)`, swapping exactly the same pair of indices used in the comparison."", ""4"": ""Both the outer and inner loops use `list.Length()` to determine their bounds, so the algorithm adapts to any list size."", ""5"": ""The method returns the input list after performing bubble sort, which correctly sorts the list in ascending order for all valid inputs.""}",6.6759,100.0,0.0,4.0,0.9372456188836128,0.8837209302325582,4.0,0.3333333333333333
19_20-3-1-java,mut_correct,gpt-oss-120b,approach_3,run_3,100.0,"{""1"": 20, ""2"": 20, ""3"": 20, ""4"": 15, ""5"": 25}","{""1"": ""Correct"", ""2"": ""Correct"", ""3"": ""Correct"", ""4"": ""Correct"", ""5"": ""Correct""}",True,"{""1"": ""The method contains an outer for\u2011loop over\u202fi and an inner for\u2011loop over\u202fj that together perform repeated passes and adjacent comparisons, matching a classic bubble\u2011sort structure."", ""2"": ""The code calls\u202flist.Smaller(j, j\u20111)\u202fto test whether the element at\u202fj\u202fis smaller than its predecessor, using the correct adjacent indices for the comparison."", ""3"": ""When the\u202fSmaller\u202fcheck is true, the method calls\u202flist.Swap(j, j\u20111), swapping exactly the same pair of indices that were compared."", ""4"": ""Both the outer and inner loops use\u202flist.Length()\u202fto determine their bounds, ensuring the algorithm works for any list size."", ""5"": ""The implementation returns the input list after performing bubble\u2011sort, which correctly sorts the list in ascending order for all valid inputs.""}",5.3582,100.0,0.0,4.0,0.9372456188836128,0.8837209302325582,4.0,0.3333333333333333
19_20-3-1-java,mut_correct,Qwen3:14b,approach_3,run_1,100.0,"{""1"": 20, ""2"": 20, ""3"": 20, ""4"": 15, ""5"": 25}","{""1"": ""Correct"", ""2"": ""Correct"", ""3"": ""Correct"", ""4"": ""Correct"", ""5"": ""Correct""}",True,"{""1"": ""The student implemented a nested loop structure with an outer loop for passes and an inner loop for adjacent comparisons, matching the Bubble Sort structure in the sample solution."", ""2"": ""The code correctly uses list.Smaller(j, j-1) to compare adjacent elements, with indices that match the required pairwise comparison for Bubble Sort."", ""3"": ""The Swap(j, j-1) call directly uses the same indices as the Smaller comparison, correctly swapping adjacent elements when they are out of order."", ""4"": ""The outer loop uses list.Length() for its upper bound and the inner loop starts from list.Length()-1, ensuring the algorithm works for any list size."", ""5"": ""The implementation matches the sample solution's Bubble Sort, which correctly sorts the list in ascending order for all valid inputs.""}",20.2801,100.0,0.0,4.0,0.9494855458521846,0.8837209302325582,4.0,0.6666666666666666
19_20-3-1-java,mut_correct,Qwen3:14b,approach_3,run_2,100.0,"{""1"": 20, ""2"": 20, ""3"": 20, ""4"": 15, ""5"": 25}","{""1"": ""Correct"", ""2"": ""Correct"", ""3"": ""Correct"", ""4"": ""Correct"", ""5"": ""Correct""}",True,"{""1"": ""The student implemented a bubble sort with an outer loop and inner loop structure, correctly iterating through the list with nested loops to compare and swap adjacent elements."", ""2"": ""The student correctly used the Smaller() method with indices j and j-1 to compare adjacent elements, exactly matching the sample solution's approach for detecting out-of-order pairs."", ""3"": ""The Swap() method is called with the exact same indices (j and j-1) used in the Smaller() comparison, ensuring that adjacent elements are swapped when they are out of order."", ""4"": ""The student used list.Length() to set both the upper bound of the outer loop and the starting point of the inner loop, ensuring the algorithm works for any list size without hardcoded values."", ""5"": ""The implementation correctly sorts the list in ascending order using bubble sort, producing the same result as the sample solution for all valid inputs.""}",17.4779,100.0,0.0,4.0,0.9494855458521846,0.8837209302325582,4.0,0.6666666666666666
19_20-3-1-java,mut_correct,Qwen3:14b,approach_3,run_3,100.0,"{""1"": 20, ""2"": 20, ""3"": 20, ""4"": 15, ""5"": 25}","{""1"": ""Correct"", ""2"": ""Correct"", ""3"": ""Correct"", ""4"": ""Correct"", ""5"": ""Correct""}",True,"{""1"": ""The student implemented a nested loop structure with an outer loop iterating over the list length and an inner loop moving backward through the list, matching the BubbleSort structure in the sample solution."", ""2"": ""The code correctly uses list.Smaller(j, j-1) to compare adjacent elements, exactly matching the sample solution's comparison logic for detecting out-of-order pairs."", ""3"": ""The Swap(j, j-1) call directly uses the same indices as the Smaller() comparison, ensuring elements are swapped only when they are out of order, consistent with the sample solution."", ""4"": ""The outer loop uses list.Length() for its upper bound and the inner loop uses list.Length()-1 as its starting point, correctly generalizing to any list size without hardcoded values."", ""5"": ""The implementation is identical to the sample solution, which correctly sorts the list in ascending order through multiple passes of adjacent element comparisons and swaps.""}",18.3202,100.0,0.0,4.0,0.9494855458521846,0.8837209302325582,4.0,0.6666666666666666
19_20-3-1-java,mut_correct,devstral-small-2,approach_3,run_1,100.0,"{""1"": 20, ""2"": 20, ""3"": 20, ""4"": 15, ""5"": 25}","{""1"": ""Correct"", ""2"": ""Correct"", ""3"": ""Correct"", ""4"": ""Correct"", ""5"": ""Correct""}",True,"{""1"": ""The student's solution implements a recognisable sorting algorithm structure with an outer loop for repeated passes and an inner loop for stepping through adjacent elements."", ""2"": ""The student correctly uses the Smaller(x, y) method to compare adjacent elements in the list."", ""3"": ""The Swap(x, y) method is called with the same pair of indices as used in the comparison and only when an order violation is detected."", ""4"": ""Length() is used to correctly bound both the outer and inner loops, ensuring the algorithm works for any list size."", ""5"": ""The solution returns the list sorted in ascending order for all valid inputs, as it implements a correct bubble sort algorithm.""}",11.1623,100.0,0.0,2.3333333333333335,0.9500646337385867,0.8854961832061069,-2.3333333333333335,0.0
19_20-3-1-java,mut_correct,devstral-small-2,approach_3,run_2,100.0,"{""1"": 20, ""2"": 20, ""3"": 20, ""4"": 15, ""5"": 25}","{""1"": ""Correct"", ""2"": ""Correct"", ""3"": ""Correct"", ""4"": ""Correct"", ""5"": ""Correct""}",True,"{""1"": ""The student's solution implements a recognisable sorting algorithm structure with an outer loop for repeated passes and an inner loop for stepping through adjacent elements."", ""2"": ""The student correctly uses the Smaller(x, y) method to compare adjacent elements in the list."", ""3"": ""The Swap(x, y) method is called with the same indices as the comparison and only when an order violation is detected."", ""4"": ""Length() is used to bound both the outer and inner loops, ensuring the algorithm works for any list size."", ""5"": ""The solution correctly sorts the list in ascending order by implementing a bubble sort algorithm.""}",9.1073,100.0,0.0,2.3333333333333335,0.9500646337385867,0.8854961832061069,-2.3333333333333335,0.0
19_20-3-1-java,mut_correct,devstral-small-2,approach_3,run_3,100.0,"{""1"": 20, ""2"": 20, ""3"": 20, ""4"": 15, ""5"": 25}","{""1"": ""Correct"", ""2"": ""Correct"", ""3"": ""Correct"", ""4"": ""Correct"", ""5"": ""Correct""}",True,"{""1"": ""The student's solution implements a recognisable sorting algorithm structure with an outer loop for repeated passes and an inner loop for stepping through adjacent elements."", ""2"": ""The student correctly uses the Smaller(x, y) method to compare adjacent elements in the list."", ""3"": ""The Swap(x, y) method is called with the same indices as the comparison and only when an order violation is detected."", ""4"": ""Length() is used to bound both loops, ensuring the algorithm works for any list size without hardcoded lengths."", ""5"": ""The solution correctly sorts the list in ascending order by implementing BubbleSort, which will work for all valid inputs.""}",9.4804,100.0,0.0,2.3333333333333335,0.9500646337385867,0.8854961832061069,-2.3333333333333335,0.0
19_20-3-1-java,mut_correct,nemotron-3-super-120b-a12b,approach_3,run_1,100.0,"{""1"": 20, ""2"": 20, ""3"": 20, ""4"": 15, ""5"": 25}","{""1"": ""Correct"", ""2"": ""Correct"", ""3"": ""Correct"", ""4"": ""Correct"", ""5"": ""Correct""}",True,"{""1"": ""The solution uses an outer loop with variable i and an inner loop with variable j that iterates from the end of the list down to i, providing the repeated-pass structure needed for a sorting algorithm."", ""2"": ""The comparison uses list.Smaller(j, j-1) which correctly checks whether the element at position j-1 is greater than the element at j, using the provided API with the proper adjacent indices."", ""3"": ""When Smaller(j, j-1) returns true, the code calls list.Swap(j, j-1) with the same indices, swapping only the out\u2011of\u2011order pair."", ""4"": ""Both loops derive their bounds from list.Length(): the outer loop runs while i < list.Length() and the inner loop starts at list.Length()-1, ensuring the algorithm works for any list size."", ""5"": ""The implementation follows bubble sort and returns the list sorted in ascending order for all valid inputs.""}",24.9693,100.0,0.0,4.0,0.8506221611868392,0.8837209302325582,4.0,0.3333333333333333
